"","playername","vpip","pfr","total_hands","money_won","rake","threebet","bb_per_100","total_rake_100","money_won_100","wwsf"
"323","ABRAHADABRAA",34.8,20.3,463,1086,3212,5.3,-0.72,0.07,0.02,46.3
"324","Abreuk1",78.6,21.4,14,-4180,206,0,-597.14,0.15,-2.99,27.3
"325","ABRTVAHK",46,24.4,1201,6422,11974,6.9,-9.67,0.1,0.05,44
"326","absalon1320",68.1,12.8,47,-1066,234,0,-92.23,0.05,-0.23,38.7
"327","absntminded",22.1,3.2,154,-3057,502,1.9,-39.7,0.03,-0.2,33.3
"328","AbsorbYou",35.3,17.6,102,-773,734,5.1,-15.96,0.07,-0.08,38.7
"329","abstractaa",47.7,17.6,153,-10518,1536,17.1,-116.92,0.1,-0.69,42.9
"330","AbstractS0ul",14.3,7.1,70,223,153,0,10.61,0.02,0.03,50
"331","Abuff",43.6,13,624,9062,6829,1.4,14.44,0.11,0.15,39
"332","Abvthebest1970",50,0,10,-2087,131,0,-417.4,0.13,-2.09,16.7
"333","Abysal32",28.3,20.3,399,-2691,1854,6,-2.7,0.05,-0.07,40.8
"334","AC Dre 311",0,0,2,-50,7,0,-50,0.04,-0.25,NA
"335","AC Vegas",33.8,13.8,80,-11814,941,0,-147.68,0.12,-1.48,36
"336","ac_fats",23.1,15.4,13,8550,307,0,332.62,0.24,6.58,60
"337","ac_indahouse",38.7,16.8,1739,10710,19204,4.3,-1.05,0.11,0.06,43
"338","ac_ray",32.9,3.9,76,-1485,552,0,-39.08,0.07,-0.2,37.9
"339","AC_Slater888",36.1,18.1,144,3204,579,1.9,44.5,0.04,0.22,62.2
"340","Acabral0311",50,25,12,-1670,40,25,-139.17,0.03,-1.39,20
"341","acafe",77.8,19.4,36,-7310,303,22.2,-406.11,0.08,-2.03,22.2
"342","Acamp1259",72,8,25,-1721,303,0,-0.6,0.12,-0.69,43.8
"343","acarroll63",100,0,1,-50,2,NA,-100,0.02,-0.5,0
"344","ACbaybee",42.4,25.3,99,5520,789,4,96.36,0.08,0.56,50
"345","acbcsc",8.3,0,12,-646,15,0,-538.33,0.01,-0.54,0
"346","ACBigBlock",22.2,16.6,14418,141046,97762,6,13.73,0.07,0.1,44.6
"347","accountant",66.7,0,3,-6,8,0,-4,0.03,-0.02,50
"348","accu1955",31.8,8.1,2135,-9148,12415,3.5,-12.37,0.06,-0.04,38.9
"349","accurate01",25.9,5.6,54,-106,364,4.5,-3.93,0.07,-0.02,57.1
"350","acdante",51.6,4.8,62,-164,823,0,-5.29,0.13,-0.03,42.9
"351","ACDegenerate",32.8,9,290,-13651,2441,0,-55.56,0.08,-0.47,29.6
"352","Ace High861",39.1,15.2,46,682,72,6.2,148.26,0.02,0.15,47.4
"353","Ace__Swayzor",66.7,19,21,5208,189,0,496,0.09,2.48,42.9
"354","Ace_Face",28.6,3.6,56,-2540,576,5,-106.16,0.1,-0.45,33.3
"355","Ace_hood973",50,5.3,94,6964,601,0,148.17,0.06,0.74,41.7
"356","ace077",26.5,17.6,34,6450,586,10,361.03,0.17,1.9,40
"357","ace1011",85.7,28.6,7,1784,83,0,509.71,0.12,2.55,60
"358","Ace20",0,0,2,0,6,NA,0,0.03,0,NA
"359","ace2face",60,0,5,-19,18,0,-7.6,0.04,-0.04,33.3
"360","Ace2Night",35.7,7.1,14,193,33,0,27.57,0.02,0.14,66.7
"361","ace3331999",59.6,32.7,52,10605,590,28.6,75.73,0.11,2.04,40.7
"362","Ace777",46.1,10.6,141,2306,1138,7.1,32.71,0.08,0.16,45.7
"363","Ace7off",50,7.1,14,-1203,119,0,-85.93,0.08,-0.86,22.2
"364","ace83",47.4,21.1,19,1206,172,0,126.95,0.09,0.63,36.4
"365","aceaaa",23.1,2.6,195,8346,1158,0,85.6,0.06,0.43,39.2
"366","ACEAAA",50,0,2,-598,18,0,-598,0.09,-2.99,0
"367","aceaaa01",0,0,1,-100,3,NA,-200,0.03,-1,0
"368","ACEAAA01",25,6.1,1041,-3842,10044,3.6,-3.99,0.1,-0.04,27.1
"369","AceBoogie732",41.7,25,24,-18,178,0,-1.5,0.07,-0.01,25
"370","acecrackinace",13.3,3.1,580,-44487,6161,1,-33.46,0.11,-0.77,35.6
"371","aced4good",60,26.7,15,-5779,138,0,-770.53,0.09,-3.85,11.1
"372","Acehole1982",34.6,19.2,52,32666,948,7.4,314.12,0.18,6.28,42.9
"373","acehole22",33.3,0,6,-259,58,0,-86.33,0.1,-0.43,33.3
"374","acehole2213",51.4,8.6,35,-3990,315,0,-304.11,0.09,-1.14,29.4
"375","Aceinyaface",21.9,18.7,636,-3479,3600,6.7,-10.94,0.06,-0.05,37.8
"376","acejackqk",68.8,22.9,48,-4481,516,18.8,-186.71,0.11,-0.93,31.2
"377","acejuan",34.8,8.7,69,-2085,1611,4.2,-9.94,0.23,-0.3,33.3
"378","aceking28487",28.8,11.3,257,-5093,2143,4.3,-23.25,0.08,-0.2,38.8
"379","AceKing701",100,100,2,250,0,NA,125,0,1.25,NA
"380","AceKingKicker",43.7,2.4,1768,15084,12944,1.3,17.06,0.07,0.09,32.9
"381","aceman9106",54.4,15.8,114,-19335,755,2.6,-449.05,0.07,-1.7,38.7
"382","AceMe",29.1,10.4,230,4742,1478,2.4,41.23,0.06,0.21,38.5
"383","acemk7777",46.2,7.7,13,-1069,103,0,-156.77,0.08,-0.82,20
"384","acemoney225",49.3,23.1,347,-17325,4442,5.3,-57.66,0.13,-0.5,46.2
"385","AceOfDiesel",39.6,10.7,169,583,986,0,16.37,0.06,0.03,52.7
"386","Aceofspade__",40,4.3,70,-168,426,0,-4.8,0.06,-0.02,27.6
"387","AceorRace",71.4,57.1,7,-1601,128,75,-457.43,0.18,-2.29,75
"388","AcePeace",37.5,0,8,503,28,0,125.75,0.04,0.63,66.7
"389","acepicasso",24.8,11.7,145,188,798,1.9,2.59,0.06,0.01,36.7
"390","AcePrimo",21.7,8.7,23,946,259,0,20.57,0.11,0.41,100
"391","AceQueen2131",62.5,12.5,8,12,9,0,15,0.01,0.02,50
"392","AceRoth1981",15.6,2.6,3426,37854,31811,1.1,12.8,0.09,0.11,26.9
"393","Aces-N-Jokers",42.3,15.4,52,-7458,1056,0,-71.73,0.2,-1.43,47.8
"394","aces_wild888",39.9,8,138,4689,839,2.6,67.96,0.06,0.34,32.1
"395","aces03079",38.8,3.7,134,3165,1030,0,23.62,0.08,0.24,44.1
"396","aces070280",50,0,2,-225,10,0,-225,0.05,-1.12,0
"397","aces91584",56.2,12.5,48,679,444,0,9.42,0.09,0.14,53.8
"398","AcesCracked76",54.5,27.3,11,21,28,40,3.82,0.03,0.02,66.7
"399","aceseeker",34.4,5.3,247,-18104,1658,2.5,-146.59,0.07,-0.73,32.1
"400","AcesFull32",38.1,22.4,147,-842,1670,7.9,2.9,0.11,-0.06,32.8
"401","acesfullrjr",27.7,15.1,292,-554,2286,1.1,24.21,0.08,-0.02,36.1
"402","AcesMcKings",45.3,16.3,86,-5097,557,0,-118.53,0.06,-0.59,45.5
"403","AcesNCowboys",66.7,0,3,-4733,174,0,-1577.67,0.58,-15.78,0
"404","acesnfacs",55.4,10.8,213,2537,2307,7,-11.82,0.11,0.12,47.2
"405","acesnick",30.5,21.5,233,-3138,2235,7.1,-15.1,0.1,-0.13,46
"406","acesover",36.4,18.2,11,239,91,0,21.73,0.08,0.22,40
"407","acEsquire",31.7,13,123,-14247,1280,2.6,-119.19,0.1,-1.16,37.9
"408","Acesrkings",52.5,31,577,29694,10843,14.4,6.82,0.19,0.51,47.1
"409","acesstink",31.1,17.8,608,25766,4362,8.4,81.64,0.07,0.42,45.5
"410","AcesSuited21",31.9,9.2,141,-6402,901,2,-124.23,0.06,-0.45,34.9
"411","AcesUp",31.5,9.2,359,-26008,5374,4.7,-56.07,0.15,-0.72,29.7
"412","acesup18",54.8,14.3,42,-4541,540,10.5,-108.12,0.13,-1.08,33.3
"413","Acesup254",30,7.5,40,-1239,250,8.3,-59.45,0.06,-0.31,15.4
"414","acesup333",64.4,6.7,135,-5157,1008,0,-76.4,0.07,-0.38,34.4
"415","acesup47",43.1,12.5,895,20578,10029,5.1,10.46,0.11,0.23,37.8
"416","ACESUP7",61.3,15.5,599,10290,6965,13.1,21.11,0.12,0.17,38.5
"417","AcesUp83",43.8,28.1,32,-6072,431,8.3,-188.62,0.13,-1.9,9.1
"418","acesup85",46.5,11,127,-7209,1043,6.5,-112.2,0.08,-0.57,34.5
"419","Acesup88",52.4,10.5,2541,-92420,24238,3.4,-48.52,0.1,-0.36,35.8
"420","aceswild",24.8,9.5,105,389,879,0,7.41,0.08,0.04,44
"421","aceswilldo32",19.9,14.4,783,-31572,4394,6.8,-80.64,0.06,-0.4,38.6
"422","aceswld26",7,0,43,-166,46,0,-38.6,0.01,-0.04,25
"423","aceszhuited",40,6.7,15,322,102,0,42.93,0.07,0.21,33.3
"424","acethreeos",26.7,5.3,187,7465,1086,0,79.84,0.06,0.4,46
"425","acetoday32",23.5,15.6,1731,2478,12808,8.9,3.35,0.07,0.01,47.1
"426","acewenty",46.5,9.3,43,10230,409,5,475.81,0.1,2.38,58.8
"427","acewhole3131",50,0,2,-50,2,NA,-50,0.01,-0.25,0
"428","ACExJOKERx",53.2,19,79,-10354,670,0,-135.04,0.08,-1.31,32.4
"429","acexpress",57.1,17,112,2977,1346,5.4,53.16,0.12,0.27,36.1
"430","Acexpress99",42.9,15.2,231,-127849,3873,9.5,-165.86,0.17,-5.53,33.3
"431","aceyduecy777",36.5,9.5,74,-2405,323,0,-65,0.04,-0.32,50
"432","aceZBlazin",52.6,5.3,19,-7066,293,0,-326.79,0.15,-3.72,33.3
"433","acezor",18.9,6.4,487,2012,2583,1.8,8.26,0.05,0.04,43.5
"434","Acezor",16.4,6.8,219,-3708,1914,0,-16.93,0.09,-0.17,37.5
"435","Acheech59",0,0,1,-50,6,0,-50,0.06,-0.5,NA
"436","Achilles2200",38.6,14,57,-1899,301,0,-66.63,0.05,-0.33,40
"437","achilles88",54.5,9.1,11,-11034,174,0,-1457.64,0.16,-10.03,50
"438","achoe156",33,12.2,115,-13440,1251,0,-86.37,0.11,-1.17,31.6
"439","acity609",47.4,19.1,194,688,1091,8.6,7.09,0.06,0.04,35.1
"440","ACJoe33",41,7.7,39,-389,244,0,-19.95,0.06,-0.1,26.7
"441","acjohnny369",35.5,13,1301,-32845,9419,2.8,-39.09,0.07,-0.25,40.6
"442","Ackbar12",17.6,5.9,17,514,53,0,60.47,0.03,0.3,66.7
"443","acl-44j",35.7,3.6,28,1664,214,0,118.86,0.08,0.59,50
"444","aclaudio187",54.2,22.4,107,-118,846,5.1,-2.21,0.08,-0.01,39.6
"445","aconworqz",35.8,7.7,299,-4247,1772,2.9,-28.41,0.06,-0.14,30.4
"446","acoz1921",31.5,17.5,2014,-67651,31648,5.5,-36.42,0.16,-0.34,42
"447","AcPoker0271",32.5,18.7,1435,24141,11373,7.1,32.18,0.08,0.17,40.4
"448","acproda",23.2,16.8,561,67349,7618,5.8,64.75,0.14,1.2,38.9
"449","acqua2481",64.8,14.8,122,-5089,667,2.6,-83.43,0.05,-0.42,30.9
"450","ACrackinA",29.6,3.7,54,-2158,379,0,-79.93,0.07,-0.4,33.3
"451","ACRounder",40.4,9.1,285,-7733,2057,3.4,-36.32,0.07,-0.27,25.6
"452","acrud",33.3,22.2,27,2395,481,0,44.37,0.18,0.89,50
"453","ACSC31",42.1,36.8,19,-5750,264,25,-302.63,0.14,-3.03,40
"454","ACStart",38.3,17,47,-4246,485,14.3,-90.34,0.1,-0.9,58.8
"455","act511",37.9,20.7,29,-329,157,0,-22.69,0.05,-0.11,71.4
"456","Action Wub",29.2,4.6,65,-369,546,0,-11.35,0.08,-0.06,16.7
"457","ACTION004",41.8,21.3,122,-9458,854,7.3,-154.23,0.07,-0.78,37
"458","action02",14.3,14.3,7,363,15,0,103.71,0.02,0.52,100
"459","Action1239",33.3,0,6,261,14,0,87,0.02,0.44,25
"460","action61",60,6.7,15,-5596,182,0,-373.07,0.12,-3.73,0
"461","Action61",66.2,20.9,340,17152,3247,9.5,66.09,0.1,0.5,50
"462","ACTIONJ4CKSON",25,18.4,656,-80643,11977,6.4,-14.37,0.18,-1.23,40
"463","actionjaxen",0,0,1,0,14,0,0,0.14,0,NA
"464","actionjaxson88",45,11.1,387,-18647,4121,10.6,-69.94,0.11,-0.48,39.6
"465","actionpark",22.6,6.2,468,334,3035,0.6,0.15,0.06,0.01,39.2
"466","actually",22,5,100,-5378,566,0,-107.56,0.06,-0.54,35
"467","acwhoosher",75,56.2,32,-3606,771,60,-112.69,0.24,-1.13,50
"468","AD1010",63.2,8.8,57,3175,247,5.9,185.72,0.04,0.56,59
"469","ad119",33.1,7.4,323,302,2459,0.8,3.54,0.08,0.01,37.3
"470","ad1das09",40.8,10.8,120,4679,1031,0,38.58,0.09,0.39,34.2
"471","adaak",55.6,16.7,36,-2555,191,0,-141.94,0.05,-0.71,31.6
"472","ADadsHand",15,9,167,12,841,3.2,8.02,0.05,0,50
"473","Adam168016",37,2.5,395,-15102,3792,2.7,-54.66,0.1,-0.38,37.7
"474","adam1989c",25.6,16.3,43,-767,220,10,-22.12,0.05,-0.18,71.4
"475","Adam2083",29.2,8.3,24,-2225,149,0,-185.42,0.06,-0.93,57.1
"476","adam6767",71.1,18,311,-45559,5448,4.1,-88.93,0.18,-1.46,44.1
"477","adama",55.1,19.1,89,-9651,664,12.9,-206.76,0.07,-1.08,31.6
"478","adambrosio",70,25,20,-3708,239,16.7,-370.8,0.12,-1.85,31.2
"479","ADAMC1423",48.4,19.9,417,9825,3387,7.8,36.72,0.08,0.24,46.3
"480","Adamde",57.3,1.9,635,-31434,9616,0.5,-49.5,0.15,-0.5,45.7
"481","adamfromnj",100,33.3,3,-1150,24,NA,-766.67,0.08,-3.83,0
"482","AdamGold33",39.1,19.6,92,-6552,1247,19.4,-91.65,0.14,-0.71,47.1
"483","adamh152",31.7,12.7,63,-7596,473,0,-122.56,0.08,-1.21,47.4
"484","adamh6996",34.3,19.4,67,-4693,263,3.8,-140.09,0.04,-0.7,45
"485","adammatt21",21.2,12.5,104,-2474,171,2.9,-59.47,0.02,-0.24,26.7
"486","AdamPlat",51.5,24.2,33,-1107,216,0,-67.09,0.07,-0.34,33.3
"487","adamreese",0,0,1,0,1,NA,0,0.01,0,NA
"488","Adamsam902",43.1,2.9,350,10026,2527,1.7,57.29,0.07,0.29,35
"489","AdamSM1",32.4,8.8,68,2006,468,8,59,0.07,0.3,47.8
"490","adamson316",40,30,10,1954,109,50,195.4,0.11,1.95,100
"491","AddictiveBevior",31,6.3,494,32511,8924,2.1,10.93,0.18,0.66,41
"492","additt21",33.3,16.7,6,204,6,50,1700,0.01,0.34,33.3
"493","Addycount11",29.9,13.1,107,834,1027,0,-2.97,0.1,0.08,53.8
"494","addypaddy21",53.8,30.8,13,-3514,196,0,-540.62,0.15,-2.7,33.3
"495","addyup",41.3,9.1,121,550,1406,4.4,4.55,0.12,0.05,47.4
"496","addyup23",33.1,7.2,139,-9941,1045,2.6,-55.55,0.08,-0.72,37.8
"497","AdebisiNJ",59,28.2,39,429,73,0,36.64,0.02,0.11,44.4
"498","Adelhakkawi69",48,7.4,296,-46979,5652,3.7,-65.09,0.19,-1.59,38.7
"499","adellison",75,33.3,12,-14858,201,20,-2476.33,0.17,-12.38,0
"500","adevildawg13",0,0,1,-100,20,NA,-100,0.2,-1,NA
"501","adhdphd",54.5,22.7,22,-8640,401,16.7,-307.73,0.18,-3.93,66.7
"502","adiamanti79",40,20,5,-50,46,0,-20,0.09,-0.1,0
"503","ADighton",0,0,1,-25,4,NA,-100,0.04,-0.25,0
"504","ADillykid",36.6,7.3,41,-16260,495,6.2,-205,0.12,-3.97,28.6
"505","ADillyUghHuh",38.9,16.7,18,4592,295,16.7,127.61,0.16,2.55,66.7
"506","Adiskaya",53.2,22.6,190,-335,1620,1.7,-3.53,0.09,-0.02,37.4
"507","Adit115",20,0,5,-375,29,0,-150,0.06,-0.75,0
"508","Aditi",54,23.8,252,-32531,4064,9.2,-93.51,0.16,-1.29,45.5
"509","aditof",28.8,10.8,111,-3283,872,5.4,-73.72,0.08,-0.3,39.3
"510","adixo121",54.8,10.3,292,6335,2362,2.3,43.39,0.08,0.22,49.7
"511","Adjm4adjm4",68.2,16.5,176,-44098,2618,6.5,-217.12,0.15,-2.51,35.7
"512","adkent56",30.7,10.6,7440,-60162,62906,1.9,-13.28,0.08,-0.08,34.8
"513","Adkent60",38,23,213,-436,1272,6.3,0.23,0.06,-0.02,33.3
"514","adkkdaadk",16.7,16.7,6,473,83,0,39.5,0.14,0.79,100
"515","ADMSnackBar",20,16.7,30,1567,293,0,104.47,0.1,0.52,42.9
"516","Adnanr68",44.7,5.3,38,-123,488,0,-6.47,0.13,-0.03,52.4
"517","Adobo",35,8.3,921,-19934,7608,1,-54.55,0.08,-0.22,40.4
"518","adog4evr",41.8,20.9,857,-1878,6701,5.7,0.28,0.08,-0.02,45.8
"519","adowe01",100,0,1,-50,2,NA,-100,0.02,-0.5,0
"520","adpinc305",100,100,1,-1000,20,100,-10000,0.2,-10,0
"521","adr0ck41",42.6,13.2,68,-4207,728,0,-50.21,0.11,-0.62,40.7
"522","ADR0CK41",35.3,15.3,85,-1005,352,0,-20.21,0.04,-0.12,34.6
"523","adriandomi",84.2,2.6,38,7071,569,0,52.16,0.15,1.86,43.8
"524","AdrianMonk",66.7,66.7,3,-100,7,0,-66.67,0.02,-0.33,0
"525","adriennet",50,8.3,12,67,115,0,11.17,0.1,0.06,40
"526","Adroc",53.9,12.4,89,-24088,999,13,-270.65,0.11,-2.71,57.5
"527","Adroit",38.6,8.1,471,-5039,3826,0,-22.87,0.08,-0.11,37.8
"528","ADsalsa",42.2,18.1,83,4007,451,3.7,85.14,0.05,0.48,57.1
"529","adsanman12",29.6,14.8,27,14941,443,7.1,276.7,0.16,5.53,66.7
"530","adsjfkh",66.7,66.7,3,-1378,37,0,-918.67,0.12,-4.59,50
"531","adverbman",57.5,10.9,749,-41213,9401,4.1,-58.2,0.13,-0.55,38.4
"532","adversity45",27.9,19,3536,34553,29362,6.8,17.81,0.08,0.1,41.5
"533","adzul77",30.6,14.2,134,-7246,1573,3.4,-96.21,0.12,-0.54,36.8
"534","aerols80",50,25,16,-10704,127,25,-669,0.08,-6.69,28.6
"535","aestis",24,15.5,296,-6086,2135,2.4,-41.12,0.07,-0.21,46.1
"536","aetz4425",12.5,12.5,8,-700,21,0,-43.75,0.03,-0.88,0
"537","af99x",54.5,17.3,202,-7622,2326,2.6,-85.74,0.12,-0.38,40.6
"538","afalange11",45,10,20,547,142,0,54.7,0.07,0.27,40
"539","afederb1",66.7,0,3,-468,9,0,-312,0.03,-1.56,0
"540","Aferrara01",43.2,9.1,44,-10712,608,18.2,-243.45,0.14,-2.43,27.8
"541","Afesta19",47.1,23.5,17,-6501,314,20,-382.41,0.18,-3.82,50
"542","Afesta1999",41.2,11.8,17,-1089,150,0,-128.12,0.09,-0.64,42.9
"543","Aficent2010",73.3,6.7,15,-179,113,0,-23.87,0.08,-0.12,30
"544","afifios",62.3,24.6,138,-20129,2825,4.4,-67.99,0.2,-1.46,45.9
"545","Afigotti",53.5,30.9,391,-16299,4064,8.4,-36.82,0.1,-0.42,45.8
"546","Afigotti333",46.2,15.4,13,-2476,111,0,-190.46,0.09,-1.9,0
"547","aforgione",47.1,13.2,68,-536,851,0,-7.88,0.13,-0.08,35.7
"548","AFoster4218",44.6,12.8,693,-54840,8045,5,-61.26,0.12,-0.79,42.4
"549","Afrobob77",35,5,20,960,239,0,48,0.12,0.48,20
"550","After3xaco",57.1,9.5,21,-2661,204,0,-253.43,0.1,-1.27,15.4
"551","afunk41",48,9.5,273,-7238,1803,1.1,-53.03,0.07,-0.27,44.7
"552","ag1love",43.5,8.7,46,-2427,231,7.7,-105.52,0.05,-0.53,42.1
"553","agaccavallo",60.1,12.4,193,-42584,3018,4.6,-220.64,0.16,-2.21,43.7
"554","AGE_9121",58.3,8.3,12,-10920,288,0,-455,0.24,-9.1,40
"555","agenious",68.2,24.1,170,-39386,2563,18.9,-254.58,0.15,-2.32,39.7
"556","agent",60,4,50,1767,539,0,35.34,0.11,0.35,43.8
"557","agentdoyle",35.7,8.7,115,-14780,1013,2.6,-171.83,0.09,-1.29,30
"558","AgentK",25.1,12.1,338,7912,3391,0.9,23.89,0.1,0.23,36.7
"559","AgentKoo",22.8,6.5,92,1365,1010,0,14.84,0.11,0.15,33.3
"560","AgentMeep",32.2,13.6,118,-2686,644,11.6,-50.94,0.05,-0.23,44.8
"561","agestevens",50.2,21.8,609,45339,7469,7.1,40.16,0.12,0.74,40.5
"562","Aggrofish92",21.5,16.8,6430,85463,44909,5.2,21.5,0.07,0.13,40.5
"563","agiace123",40,0,5,-400,33,0,-80,0.07,-0.8,0
"564","Agila68",68.2,13.6,22,5148,324,0,468,0.15,2.34,37.5
"565","agilles41",50,0,4,6087,133,0,761,0.33,15.22,50
"566","Agold",38.1,23.8,21,-3150,165,20,-150,0.08,-1.5,66.7
"567","agoldin",52,4,25,1676,144,25,134.08,0.06,0.67,53.3
"568","AgresiveOne",26.4,7.3,178,-2947,825,3.4,-33.11,0.05,-0.17,33.3
"569","agrez",28.4,6,67,-2912,360,0,-86.93,0.05,-0.43,26.3
"570","agrimes5",33.3,0,3,-250,38,0,-83.33,0.13,-0.83,NA
"571","agrosso122",42,12.2,255,7515,3579,4.9,29.47,0.14,0.29,41.5
"572","Aguatorules",30.7,8.7,127,-1459,694,6,-48.79,0.05,-0.11,40.5
"573","AgyAton43",36.6,12.9,101,7430,1170,10.5,38.23,0.12,0.74,60
"574","AGZildjian",28,22,50,-400,87,17.6,-204.92,0.02,-0.08,50
"575","ahadar",44.4,5.6,18,-15352,379,20,-426.44,0.21,-8.53,11.1
"576","AHAMO",50,50,2,-433,18,NA,-216.5,0.09,-2.17,0
"577","ahanes96",30.8,18.7,198,-7052,1413,10.8,-98.23,0.07,-0.36,33.9
"578","ahdee03",32.6,18.6,86,-8091,457,7.1,-211.57,0.05,-0.94,34.8
"579","ahh_geez",23.9,11.3,309,965,1843,2.2,6.25,0.06,0.03,39.2
"580","Ahiduchick",82.5,13.3,120,-18428,1761,8.1,-226.16,0.15,-1.54,42.7
"581","ahipapi7571",50,10.3,58,-3330,298,5.9,-88.1,0.05,-0.57,39.3
"582","ahmd31",54.2,0,24,867,268,0,72.25,0.11,0.36,54.5
"583","ahnand",42.7,16.7,96,-1060,613,5.9,-22.08,0.06,-0.11,54.5
"584","aholland15",47.9,29.2,48,-6174,571,0,-257.25,0.12,-1.29,40
"585","ahradcliffe9",50,0,2,85,53,NA,85,0.26,0.42,100
"586","Ahsok92",100,33.3,3,-1811,61,0,-1207.33,0.2,-6.04,0
"587","ahstudybank",51.5,29.2,421,-37351,3077,6.5,-158.26,0.07,-0.89,35.8
"588","AI3315",24.8,8.9,101,805,347,0,40.89,0.03,0.08,36.8
"589","Aidan Raven",21.7,0,23,-106,182,0,-9.22,0.08,-0.05,28.6
"590","aiden/jt",22.1,13.4,411,1443,1996,6.9,10.36,0.05,0.04,44.3
"591","Aidendashark",33.3,0,9,626,48,0,231.89,0.05,0.7,66.7
"592","AIEIM",18.5,11.1,27,1744,63,0,215.33,0.02,0.65,66.7
"593","aihpos61",33.8,17.7,683,7594,4865,10.2,34.87,0.07,0.11,44.2
"594","aiipapii",23.2,17.9,263,11365,3270,7.8,21.61,0.12,0.43,35.9
"595","Ailithir",23.2,6.8,1382,-218,9013,0.4,-5.7,0.07,0,48
"596","aimeers12345",33.3,0,6,262,11,0,87.33,0.02,0.44,66.7
"597","aimsite",65.7,14.3,35,-2991,366,22.2,-170.91,0.1,-0.85,30
"598","ainesh93",33.3,0,3,-1700,38,0,-566.67,0.13,-5.67,0
"599","Ainmhithe",29.3,14,2917,-39220,21996,4.9,-10.38,0.08,-0.13,41
"600","aintnojoke",35.6,15.6,45,14053,758,0,156.16,0.17,3.12,57.1
"601","aintworried99",42.2,17.8,45,-21725,937,9.1,-329.58,0.21,-4.83,23.5
"602","Air Drummin'",14.3,9.5,63,2541,445,4,58.6,0.07,0.4,87.5
"603","Air_Cav2",25.4,7.7,1132,1679,10899,2.7,1.83,0.1,0.01,42.8
"604","air1017",47.9,15.5,71,11447,664,6.5,319.01,0.09,1.61,63
"605","AirBombay",16.9,15,160,183,29,0,57.19,0,0.01,41.2
"606","airkorea",38.5,9.3,161,2164,1096,5.5,26.88,0.07,0.13,42.9
"607","airmad34",49.7,8.3,145,11469,949,3.6,158.19,0.07,0.79,59.2
"608","airmark84",41.7,8.3,12,-2282,119,0,-380.33,0.1,-1.9,20
"609","Airplayer",56.8,10.2,88,-9681,1146,9.4,-110.01,0.13,-1.1,40.9
"610","Airplayer00",50.7,10.4,422,-22754,4513,0,-72.55,0.11,-0.54,42
"611","airtron1",30.4,15.2,1185,-4323,8480,2.2,-14.81,0.07,-0.04,45.7
"612","aises369",100,100,5,-2345,98,100,-938,0.2,-4.69,60
"613","Aixel88",22,13.6,59,685,121,8.3,23.22,0.02,0.12,44.4
"614","aj_the_chef",28.6,8.2,975,1452,14399,3.3,4.88,0.15,0.01,46.3
"615","aj0054",42.4,12.1,33,2103,684,9.1,31.88,0.21,0.64,16.7
"616","AJ115453168",35.5,15,4448,-255725,56579,7.3,-52.64,0.13,-0.57,39.8
"617","ajajaj",46.4,19.6,112,-20943,1524,16.1,-195.36,0.14,-1.87,36
"618","ajam71",37.5,0,8,-1955,64,0,-488.75,0.08,-2.44,33.3
"619","Ajax624",22.2,11.1,36,-3148,380,0,-77.72,0.11,-0.87,33.3
"620","Ajbrisbin1",69.8,6.3,63,-711,347,5.6,-22.57,0.06,-0.11,35.6
"621","ajc1337",48,8,25,4513,209,0,361.04,0.08,1.81,45.5
"622","ajcee13",44.4,22.2,9,-4176,77,33.3,-928,0.09,-4.64,25
"623","ajdaboys",41.7,7.1,8190,-27462,74486,2.9,-13.89,0.09,-0.03,33.6
"624","AJDevil",54.5,18.2,11,-2,3,0,-9.09,0,0,50
"625","ajdidomenico",17.4,17.4,23,2159,420,12.5,93.87,0.18,0.94,66.7
"626","ajgoal",14.3,0,14,-416,117,0,-29.71,0.08,-0.3,25
"627","ajh184",52.2,26.1,23,-5200,258,22.2,-452.17,0.11,-2.26,20
"628","ajkimdds",75.8,7.4,95,6954,1169,0,61.62,0.12,0.73,43.3
"629","AJM033",38.7,16,75,-393,382,0,-3.76,0.05,-0.05,45.8
"630","ajm72393",71.4,10.4,77,-125,624,0,-3.25,0.08,-0.02,41.7
"631","Ajm729",26.1,6.5,92,-191,315,0,-6.91,0.03,-0.02,40.7
"632","ajmandac79",54.3,10.8,278,-1469,3723,5.5,-31.16,0.13,-0.05,45.8
"633","AJMillerJr",45.9,7.7,639,-43236,5253,4.4,-112.09,0.08,-0.68,39.7
"634","AJMJ230",24,2.1,1050,18822,11344,1.8,14.24,0.11,0.18,30.8
"635","ajmus",0,0,2,0,0,0,0,0,0,NA
"636","ajones2015",64.3,14.3,14,-2460,249,11.1,-330,0.18,-1.76,25
"637","ajp319",40.9,9.1,22,349,117,0,68,0.05,0.16,50
"638","Ajp68",53.6,28.6,28,12831,377,27.3,458.25,0.13,4.58,50
"639","AJpoker",50.7,11.7,2031,23144,27143,2.8,23.48,0.13,0.11,43.8
"640","AJpoker888",45.9,9.3,172,-13060,1216,0,-115.51,0.07,-0.76,32.9
"641","ajredman44",32.8,9.2,369,-1858,2385,4,-10.07,0.06,-0.05,35.6
"642","ajscott1918",37,6.2,146,-14948,892,2.1,-204.77,0.06,-1.02,44.7
"643","ajt#41",29,0.8,386,6824,3050,0.7,9.38,0.08,0.18,45.7
